"country_name","country_code","country","year","aquaculture_production_metric_tons","capture_fisheries_production_metric_tons","total_fisheries_production_metric_tons"
"Samoa","WSM","Samoa","2008",3,13899,13902
"Samoa","WSM","Samoa","2009",5,13279,13284
"Samoa","WSM","Samoa","2010",5,12840,12845
"Samoa","WSM","Samoa","2011",5,11452,11457
"Samoa","WSM","Samoa","2012",4.6,11960.89,11965.49
"Samoa","WSM","Samoa","2013",3.73,11253,11256.73
"Samoa","WSM","Samoa","2014",5.56,7553,7558.56
"Samoa","WSM","Samoa","2015",13.34,8701.33,8714.67
"Samoa","WSM","Samoa","2016",10,8808,8818
"Samoa","WSM","Samoa","2017",10.12,10853,10863.12
"Samoa","WSM","Samoa","2018",12.93,9741.59,9754.52
"Samoa","WSM","Samoa","2019",13.3,11212.82,11226.12
"Samoa","WSM","Samoa","2020",10.01,9953.7,9963.71
"Samoa","WSM","Samoa","2021",10,9176.25,9186.25
"Sao Tome and Principe","STP","São Tomé & Príncipe","1996",NA,4620,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","1997",NA,3546,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","1998",NA,3600,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","1999",NA,3650,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2000",NA,3700,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2001",NA,3692,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2002",NA,3820,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2003",NA,4005,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2004",NA,4141,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2005",NA,4197,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2006",NA,4323,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2007",NA,4449,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2008",NA,4575,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2009",NA,4701,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2010",NA,4837,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2011",NA,6185.05,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2012",NA,7400.1,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2013",NA,8699.2,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2014",NA,10001.39,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2015",NA,11440.8,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2016",NA,11719.7,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2017",NA,9514.8,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2018",NA,6006.55,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2019",NA,4273.56,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2020",NA,5679.47,NA
"Sao Tome and Principe","STP","São Tomé & Príncipe","2021",NA,6019.8,NA
"Saudi Arabia","SAU","Saudi Arabia","1996",3835,47709,51544
"Saudi Arabia","SAU","Saudi Arabia","1997",4690,49395,54085
"Saudi Arabia","SAU","Saudi Arabia","1998",5101,51291,56392
"Saudi Arabia","SAU","Saudi Arabia","1999",5620,46700,52320
"Saudi Arabia","SAU","Saudi Arabia","2000",6004,49080,55084
"Saudi Arabia","SAU","Saudi Arabia","2001",8218,55331,63549
"Saudi Arabia","SAU","Saudi Arabia","2002",6744,57211,63955
"Saudi Arabia","SAU","Saudi Arabia","2003",11824,55440,67264
"Saudi Arabia","SAU","Saudi Arabia","2004",11172,55418,66590
"Saudi Arabia","SAU","Saudi Arabia","2005",14375,60421,74796
"Saudi Arabia","SAU","Saudi Arabia","2006",15586,65485,81071
"Saudi Arabia","SAU","Saudi Arabia","2007",18410.4,66221,84631.4
"Saudi Arabia","SAU","Saudi Arabia","2008",22340,68898,91238
"Saudi Arabia","SAU","Saudi Arabia","2009",26441.85,67664,94105.85
"Saudi Arabia","SAU","Saudi Arabia","2010",26374,65145,91519
"Saudi Arabia","SAU","Saudi Arabia","2011",16076,64481,80557
"Saudi Arabia","SAU","Saudi Arabia","2012",12737,65170,77907
"Saudi Arabia","SAU","Saudi Arabia","2013",9266,71946,81212
"Saudi Arabia","SAU","Saudi Arabia","2014",23880,68660,92540
"Saudi Arabia","SAU","Saudi Arabia","2015",30000,68130,98130
"Saudi Arabia","SAU","Saudi Arabia","2016",39945,75150,115095
"Saudi Arabia","SAU","Saudi Arabia","2017",55025,67921,122946
"Saudi Arabia","SAU","Saudi Arabia","2018",72025,50850,122875
"Saudi Arabia","SAU","Saudi Arabia","2019",75562.8,65477,141039.8
"Saudi Arabia","SAU","Saudi Arabia","2020",99906.61,57805,157711.61
"Saudi Arabia","SAU","Saudi Arabia","2021",114489.66,67459,181948.66
"Senegal","SEN","Senegal","1996",78,439209,439287
"Senegal","SEN","Senegal","1997",74,483468,483542
"Senegal","SEN","Senegal","1998",23,429531,429554
"Senegal","SEN","Senegal","1999",155,440926,441081
"Senegal","SEN","Senegal","2000",104,436005,436109
"Senegal","SEN","Senegal","2001",105,431252,431357
"Senegal","SEN","Senegal","2002",109,398040,398149
"Senegal","SEN","Senegal","2003",98,469284,469382
"Senegal","SEN","Senegal","2004",52,434525,434577
"Senegal","SEN","Senegal","2005",54,399848,399902
"Senegal","SEN","Senegal","2006",45,368388,368433
"Senegal","SEN","Senegal","2007",45,412360,412405
"Senegal","SEN","Senegal","2008",54,428298,428352
"Senegal","SEN","Senegal","2009",71,446200,446271
"Senegal","SEN","Senegal","2010",79.6,409714.99,409794.59
"Senegal","SEN","Senegal","2011",334.67,427134.55,427469.22
"Senegal","SEN","Senegal","2012",399.3,461077.17,461476.47
"Senegal","SEN","Senegal","2013",706.8,469595.59,470302.39
"Senegal","SEN","Senegal","2014",1012,458530.41,459542.41
"Senegal","SEN","Senegal","2015",1212.5,425442.13,426654.63
"Senegal","SEN","Senegal","2016",2078.83,474172.34,476251.17
"Senegal","SEN","Senegal","2017",1010.7,534939.61,535950.31
"Senegal","SEN","Senegal","2018",1108,484654.67,485762.67
"Senegal","SEN","Senegal","2019",1010,516141.27,517151.27
"Senegal","SEN","Senegal","2020",1100,458363.46,459463.46
"Senegal","SEN","Senegal","2021",1150.5,513957.13,515107.63
"Seychelles","SYC","Seychelles","1996",278,4707,4985
"Seychelles","SYC","Seychelles","1997",584,14043,14627
"Seychelles","SYC","Seychelles","1998",649,23886,24535
"Seychelles","SYC","Seychelles","1999",227,34223,34450
"Seychelles","SYC","Seychelles","2000",425,32778,33203
"Seychelles","SYC","Seychelles","2001",282,53591,53873
"Seychelles","SYC","Seychelles","2002",234,63383,63617
"Seychelles","SYC","Seychelles","2003",1084,86020,87104
"Seychelles","SYC","Seychelles","2004",1175,100671,101846
"Seychelles","SYC","Seychelles","2005",772,108680,109452
"Seychelles","SYC","Seychelles","2006",704,92739,93443
"Seychelles","SYC","Seychelles","2007",368,65514,65882
"Seychelles","SYC","Seychelles","2008",289,69199,69488
"Seychelles","SYC","Seychelles","2009",0,81114,81114
"Seychelles","SYC","Seychelles","2010",0,87111,87111
"Seychelles","SYC","Seychelles","2011",0,75481,75481
"Seychelles","SYC","Seychelles","2012",0,68687.04,68687.04
"Seychelles","SYC","Seychelles","2013",0,73963.1,73963.1
"Seychelles","SYC","Seychelles","2014",0.1,75399.3,75399.4
"Seychelles","SYC","Seychelles","2015",0.1,105355.07,105355.17
"Seychelles","SYC","Seychelles","2016",0,127547.75,127547.75
"Seychelles","SYC","Seychelles","2017",0.1,142653.07,142653.17
"Seychelles","SYC","Seychelles","2018",0,146623.48,146623.48
"Seychelles","SYC","Seychelles","2019",0,142169.4,142169.4
"Seychelles","SYC","Seychelles","2020",0,139647.59,139647.59
"Seychelles","SYC","Seychelles","2021",0,139174.16,139174.16
"Sierra Leone","SLE","Sierra Leone","1996",30,67304,67334
"Sierra Leone","SLE","Sierra Leone","1997",30,72628,72658
"Sierra Leone","SLE","Sierra Leone","1998",30,63065,63095
"Sierra Leone","SLE","Sierra Leone","1999",30,59407,59437
"Sierra Leone","SLE","Sierra Leone","2000",30,74730,74760
"Sierra Leone","SLE","Sierra Leone","2001",30,75210,75240
"Sierra Leone","SLE","Sierra Leone","2002",30,82990,83020
"Sierra Leone","SLE","Sierra Leone","2003",30,95926,95956
"Sierra Leone","SLE","Sierra Leone","2004",30,132440,132470
"Sierra Leone","SLE","Sierra Leone","2005",30,142993,143023
"Sierra Leone","SLE","Sierra Leone","2006",30,144146,144176
"Sierra Leone","SLE","Sierra Leone","2007",50,139535,139585
"Sierra Leone","SLE","Sierra Leone","2008",50,197582,197632
"Sierra Leone","SLE","Sierra Leone","2009",75,199000,199075
"Sierra Leone","SLE","Sierra Leone","2010",75,2e+05,200075
"Sierra Leone","SLE","Sierra Leone","2011",75,202000,202075
"Sierra Leone","SLE","Sierra Leone","2012",75,203500,203575
"Sierra Leone","SLE","Sierra Leone","2013",75,205000,205075
"Sierra Leone","SLE","Sierra Leone","2014",75,206477,206552
"Sierra Leone","SLE","Sierra Leone","2015",85,202100,202185
"Sierra Leone","SLE","Sierra Leone","2016",85,202100,202185
"Sierra Leone","SLE","Sierra Leone","2017",85,202100,202185
"Sierra Leone","SLE","Sierra Leone","2018",100,202100,202200
"Sierra Leone","SLE","Sierra Leone","2019",100,202100,202200
"Sierra Leone","SLE","Sierra Leone","2020",115,200630,200745
"Sierra Leone","SLE","Sierra Leone","2021",115,204900,205015
"Singapore","SGP","Singapore","1996",3567,9943,13510
"Singapore","SGP","Singapore","1997",4088,9250,13338
"Singapore","SGP","Singapore","1998",3706,7733,11439
"Singapore","SGP","Singapore","1999",4029,6489,10518
"Singapore","SGP","Singapore","2000",5112,5371,10483
"Singapore","SGP","Singapore","2001",4443,3342,7785
"Singapore","SGP","Singapore","2002",5027,2769,7796
"Singapore","SGP","Singapore","2003",5024,2085,7109
"Singapore","SGP","Singapore","2004",5406,2173,7579
"Singapore","SGP","Singapore","2005",5917,1920,7837
"Singapore","SGP","Singapore","2006",8573,3103,11676
"Singapore","SGP","Singapore","2007",4503,3522,8025
"Singapore","SGP","Singapore","2008",3518,1623,5141
"Singapore","SGP","Singapore","2009",3567,2121,5688
"Singapore","SGP","Singapore","2010",3498.87,1732,5230.87
"Singapore","SGP","Singapore","2011",4335.79,1618,5953.79
"Singapore","SGP","Singapore","2012",4232.31,1969,6201.31
"Singapore","SGP","Singapore","2013",5566.11,1645,7211.11
"Singapore","SGP","Singapore","2014",5262.32,1433,6695.32
"Singapore","SGP","Singapore","2015",6896.3,1265,8161.3
"Singapore","SGP","Singapore","2016",6112.35,1234,7346.35
"Singapore","SGP","Singapore","2017",5833.81,1110,6943.81
"Singapore","SGP","Singapore","2018",5701.66,1309.74,7011.4
"Singapore","SGP","Singapore","2019",5831.39,1417.69,7249.08
"Singapore","SGP","Singapore","2020",4828.85,355.59,5184.44
"Singapore","SGP","Singapore","2021",5243.56,306.32,5549.88
"Slovenia","SVN","Slovenia","1996",869,2367,3236
"Slovenia","SVN","Slovenia","1997",917,2367,3284
"Slovenia","SVN","Slovenia","1998",909,2228,3137
"Slovenia","SVN","Slovenia","1999",1206,2027,3233
"Slovenia","SVN","Slovenia","2000",1181,1856,3037
"Slovenia","SVN","Slovenia","2001",1262,1827,3089
"Slovenia","SVN","Slovenia","2002",1289,1686,2975
"Slovenia","SVN","Slovenia","2003",1353,1282,2635
"Slovenia","SVN","Slovenia","2004",1571,1023,2594
"Slovenia","SVN","Slovenia","2005",1346,1227,2573
"Slovenia","SVN","Slovenia","2006",1369,1133.17,2502.17
"Slovenia","SVN","Slovenia","2007",1352,1112.45,2464.45
"Slovenia","SVN","Slovenia","2008",1315,881.71,2196.71
"Slovenia","SVN","Slovenia","2009",1306.6,1035.26,2341.86
"Slovenia","SVN","Slovenia","2010",778.4,941,1719.4
"Slovenia","SVN","Slovenia","2011",1396.6,890.61,2287.21
"Slovenia","SVN","Slovenia","2012",1154.3,485.19,1639.49
"Slovenia","SVN","Slovenia","2013",1225.7,400.22,1625.92
"Slovenia","SVN","Slovenia","2014",1396.3,410.5,1806.8
"Slovenia","SVN","Slovenia","2015",1617.2,343.39,1960.59
"Slovenia","SVN","Slovenia","2016",1858.7,310.52,2169.22
"Slovenia","SVN","Slovenia","2017",1750.1,280.07,2030.17
"Slovenia","SVN","Slovenia","2018",1943.5,263.74,2207.24
"Slovenia","SVN","Slovenia","2019",2143.9,281.36,2425.26
"Slovenia","SVN","Slovenia","2020",1672.6,312.02,1984.62
"Slovenia","SVN","Slovenia","2021",1685.9,268.8,1954.7
"Solomon Islands","SLB","Solomon Islands","1996",13,52445.45,52458.45
"Solomon Islands","SLB","Solomon Islands","1997",13,61289.49,61302.49
"Solomon Islands","SLB","Solomon Islands","1998",13,60726.59,60739.59
"Solomon Islands","SLB","Solomon Islands","1999",13,54557.6,54570.6
"Solomon Islands","SLB","Solomon Islands","2000",15,19564.34,19579.34
"Solomon Islands","SLB","Solomon Islands","2001",15,24538.36,24553.36
"Solomon Islands","SLB","Solomon Islands","2002",6,26252.55,26258.55
"Solomon Islands","SLB","Solomon Islands","2003",400,36699.22,37099.22
"Solomon Islands","SLB","Solomon Islands","2004",1711.2,35045.67,36756.87
"Solomon Islands","SLB","Solomon Islands","2005",2608.8,30171.14,32779.94
"Solomon Islands","SLB","Solomon Islands","2006",1353.6,39525.66,40879.26
"Solomon Islands","SLB","Solomon Islands","2007",866.6,32150.18,33016.78
"Solomon Islands","SLB","Solomon Islands","2008",1160.2,27457.7,28617.9
"Solomon Islands","SLB","Solomon Islands","2009",4029.8,28652.6,32682.4
"Solomon Islands","SLB","Solomon Islands","2010",7105,37544.66,44649.66
"Solomon Islands","SLB","Solomon Islands","2011",7218.6,38720.16,45938.76
"Solomon Islands","SLB","Solomon Islands","2012",6992.4,38892.07,45884.47
"Solomon Islands","SLB","Solomon Islands","2013",11815,36708.88,48523.88
"Solomon Islands","SLB","Solomon Islands","2014",12165.4,70717.31,82882.71
"Solomon Islands","SLB","Solomon Islands","2015",12203,67995.99,80198.99
"Solomon Islands","SLB","Solomon Islands","2016",10583.5,65572.36,76155.86
"Solomon Islands","SLB","Solomon Islands","2017",4783.5,50038,54821.5
"Solomon Islands","SLB","Solomon Islands","2018",5523.5,62735.11,68258.61
"Solomon Islands","SLB","Solomon Islands","2019",5604,68438.88,74042.88
"Solomon Islands","SLB","Solomon Islands","2020",5504,41067.67,46571.67
"Solomon Islands","SLB","Solomon Islands","2021",12460.74,49853.67,62314.41
"Somalia","SOM","Somalia","1996",NA,30200,NA
"Somalia","SOM","Somalia","1997",NA,28000,NA
"Somalia","SOM","Somalia","1998",NA,25800,NA
"Somalia","SOM","Somalia","1999",NA,28650,NA
"Somalia","SOM","Somalia","2000",NA,24150,NA
"Somalia","SOM","Somalia","2001",NA,31900,NA
"Somalia","SOM","Somalia","2002",NA,29000,NA
"Somalia","SOM","Somalia","2003",NA,30000,NA
"Somalia","SOM","Somalia","2004",NA,30000,NA
"Somalia","SOM","Somalia","2005",NA,25000,NA
"Somalia","SOM","Somalia","2006",NA,30000,NA
"Somalia","SOM","Somalia","2007",NA,30000,NA
"Somalia","SOM","Somalia","2008",NA,30000,NA
"Somalia","SOM","Somalia","2009",NA,30000,NA
"Somalia","SOM","Somalia","2010",NA,30000,NA
"Somalia","SOM","Somalia","2011",NA,30000,NA
"Somalia","SOM","Somalia","2012",NA,30000,NA
"Somalia","SOM","Somalia","2013",NA,30000,NA
"Somalia","SOM","Somalia","2014",NA,30000,NA
"Somalia","SOM","Somalia","2015",NA,30000,NA
"Somalia","SOM","Somalia","2016",NA,30000,NA
"Somalia","SOM","Somalia","2017",NA,30000,NA
"Somalia","SOM","Somalia","2018",NA,30000,NA
"Somalia","SOM","Somalia","2019",NA,30000,NA
"Somalia","SOM","Somalia","2020",NA,30000,NA
"Somalia","SOM","Somalia","2021",NA,30000,NA
"South Africa","ZAF","South Africa","1996",3013,450180,453193
"South Africa","ZAF","South Africa","1997",4196,526064,530260
"South Africa","ZAF","South Africa","1998",5088,574378,579466
"South Africa","ZAF","South Africa","1999",4148,605457,609605
"South Africa","ZAF","South Africa","2000",2819,664267,667086
"South Africa","ZAF","South Africa","2001",2830,782717,785547
"South Africa","ZAF","South Africa","2002",4105,793664,797769
"South Africa","ZAF","South Africa","2003",6602,840624,847226
"South Africa","ZAF","South Africa","2004",5954,911731,917685
"South Africa","ZAF","South Africa","2005",5895,825109,831004
"South Africa","ZAF","South Africa","2006",6037,629034,635071
"South Africa","ZAF","South Africa","2007",5669,690857,696526
"South Africa","ZAF","South Africa","2008",5421,655915,661336
"South Africa","ZAF","South Africa","2009",4982,523352,528334
"South Africa","ZAF","South Africa","2010",5147.6,640656,645803.6
"South Africa","ZAF","South Africa","2011",5343.28,544964,550307.28
"South Africa","ZAF","South Africa","2012",5926.53,719247.41,725173.94
"South Africa","ZAF","South Africa","2013",6613,430865.75,437478.75
"South Africa","ZAF","South Africa","2014",7222,609247,616469
"South Africa","ZAF","South Africa","2015",6730.4,572335,579065.4
"South Africa","ZAF","South Africa","2016",8094.27,622090.02,630184.29
"South Africa","ZAF","South Africa","2017",6338.32,529925.66,536263.98
"South Africa","ZAF","South Africa","2018",7991.55,570386.15,578377.7
"South Africa","ZAF","South Africa","2019",9224.32,449115.36,458339.68
"South Africa","ZAF","South Africa","2020",9753.01,603020.12,612773.13
"South Africa","ZAF","South Africa","2021",10525.32,491329.61,501854.93
"Spain","ESP","Spain","1996",233633,1189563,1423196
"Spain","ESP","Spain","1997",241169,1220295.2,1461464.2
"Spain","ESP","Spain","1998",315908,1256867.3,1572775.3
"Spain","ESP","Spain","1999",320469,1191034.6,1511503.6
"Spain","ESP","Spain","2000",311429,1063175,1374604
"Spain","ESP","Spain","2001",311591,1090797.3,1402388.3
"Spain","ESP","Spain","2002",257249,883691.5,1140940.5
"Spain","ESP","Spain","2003",271279,889386.4,1160665.4
"Spain","ESP","Spain","2004",301981,811738.8,1113719.8
"Spain","ESP","Spain","2005",225029,855282.1,1080311.1
"Spain","ESP","Spain","2006",297891.2,962036.1,1259927.3
"Spain","ESP","Spain","2007",287985.4,820309.1,1108294.5
"Spain","ESP","Spain","2008",255291.24,923446.9,1178738.14
"Spain","ESP","Spain","2009",271567.37,932442.3,1204009.67
"Spain","ESP","Spain","2010",256785.65,975411.6,1232197.25
"Spain","ESP","Spain","2011",277253.83,1011425.2,1288679.03
"Spain","ESP","Spain","2012",269595.67,931464.8,1201060.47
"Spain","ESP","Spain","2013",229307.64,990347.09,1219654.73
"Spain","ESP","Spain","2014",288009.88,1064867.75,1352877.63
"Spain","ESP","Spain","2015",296571.97,978106.38,1274678.35
"Spain","ESP","Spain","2016",290484.09,917210.36,1207694.45
"Spain","ESP","Spain","2017",318143,953789.68,1271932.68
"Spain","ESP","Spain","2018",356903.01,936512.23,1293415.24
"Spain","ESP","Spain","2019",311041.81,888698.24,1199740.05
"Spain","ESP","Spain","2020",276626.84,804179.01,1080805.85
"Spain","ESP","Spain","2021",279910.02,808544.14,1088454.16
"Sri Lanka","LKA","Sri Lanka","1996",3632,260186.31,263818.31
"Sri Lanka","LKA","Sri Lanka","1997",3680,270506.84,274186.84
"Sri Lanka","LKA","Sri Lanka","1998",6570,283119.86,289689.86
"Sri Lanka","LKA","Sri Lanka","1999",3900,310172.7,314072.7
"Sri Lanka","LKA","Sri Lanka","2000",4420,296749.6,301169.6
"Sri Lanka","LKA","Sri Lanka","2001",3610,267550,271160
"Sri Lanka","LKA","Sri Lanka","2002",2651,272602,275253
"Sri Lanka","LKA","Sri Lanka","2003",3462,319759.2,323221.2
"Sri Lanka","LKA","Sri Lanka","2004",4003,332854.4,336857.4
"Sri Lanka","LKA","Sri Lanka","2005",4304,216663,220967
"Sri Lanka","LKA","Sri Lanka","2006",5652,278603,284255
"Sri Lanka","LKA","Sri Lanka","2007",8233,304903,313136
"Sri Lanka","LKA","Sri Lanka","2008",7474,323888,331362
"Sri Lanka","LKA","Sri Lanka","2009",7548.68,336942,344490.68
"Sri Lanka","LKA","Sri Lanka","2010",8058.14,390187,398245.14
"Sri Lanka","LKA","Sri Lanka","2011",11912.22,421764.7,433676.92
"Sri Lanka","LKA","Sri Lanka","2012",8839.76,450850.61,459690.37
"Sri Lanka","LKA","Sri Lanka","2013",30881.3,461229.6,492110.9
"Sri Lanka","LKA","Sri Lanka","2014",34220.3,493496.68,527716.98
"Sri Lanka","LKA","Sri Lanka","2015",36037.75,469124.25,505162
"Sri Lanka","LKA","Sri Lanka","2016",30974.22,488290.38,519264.6
"Sri Lanka","LKA","Sri Lanka","2017",28756.16,476407.47,505163.63
"Sri Lanka","LKA","Sri Lanka","2018",30921.46,479608.53,510529.99
"Sri Lanka","LKA","Sri Lanka","2019",34087.49,471989.4,506076.89
"Sri Lanka","LKA","Sri Lanka","2020",42118.9,387042.8,429161.7
"Sri Lanka","LKA","Sri Lanka","2021",50977.22,380278.23,431255.45
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","1996",0,687,687
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","1997",0,418,418
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","1998",0,967,967
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","1999",1,933,934
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2000",1,970,971
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2001",1,1039,1040
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2002",1,949,950
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2003",1,873,874
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2004",1,1111,1112
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2005",1,1516,1517
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2006",1,1179,1180
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2007",1,1275,1276
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2008",1,1342,1343
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2009",1,2064,2065
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2010",1,21754,21755
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2011",1,31071,31072
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2012",1,21887,21888
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2013",1,17717,17718
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2014",1.2,66142,66143.2
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2015",1.5,100398.52,100400.02
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2016",1,65768.93,65769.93
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2017",1.5,84958.17,84959.67
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2018",2,1044.37,1046.37
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2019",2,652,654
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2020",2,646.54,648.54
"St. Kitts and Nevis","KNA","St. Kitts & Nevis","2021",2,369.42,371.42
"St. Lucia","LCA","St. Lucia","1996",12,1402,1414
"St. Lucia","LCA","St. Lucia","1997",3,1416,1419
"St. Lucia","LCA","St. Lucia","1998",2,1709,1711
"St. Lucia","LCA","St. Lucia","1999",137,1900,2037
"St. Lucia","LCA","St. Lucia","2000",1,2027,2028
"St. Lucia","LCA","St. Lucia","2001",29,2160,2189
"St. Lucia","LCA","St. Lucia","2002",18,1895,1913
"St. Lucia","LCA","St. Lucia","2003",22,1668,1690
"St. Lucia","LCA","St. Lucia","2004",6,1706,1712
"St. Lucia","LCA","St. Lucia","2005",15,1590,1605
"St. Lucia","LCA","St. Lucia","2006",10.24,1647,1657.24
"St. Lucia","LCA","St. Lucia","2007",10.39,1732,1742.39
"St. Lucia","LCA","St. Lucia","2008",7.04,1895,1902.04
"St. Lucia","LCA","St. Lucia","2009",12.36,2066,2078.36
"St. Lucia","LCA","St. Lucia","2010",20.9,1964,1984.9
"St. Lucia","LCA","St. Lucia","2011",21.8,1811,1832.8
"St. Lucia","LCA","St. Lucia","2012",27.9,1943.51,1971.41
"St. Lucia","LCA","St. Lucia","2013",44.3,1991.64,2035.94
"St. Lucia","LCA","St. Lucia","2014",36.2,1981.44,2017.64
"St. Lucia","LCA","St. Lucia","2015",26.1,2030.47,2056.57
"St. Lucia","LCA","St. Lucia","2016",32.44,2117.64,2150.08
"St. Lucia","LCA","St. Lucia","2017",27.45,2091.51,2118.96
"St. Lucia","LCA","St. Lucia","2018",60,2019.92,2079.92
"St. Lucia","LCA","St. Lucia","2019",119.72,1845.1,1964.82
"St. Lucia","LCA","St. Lucia","2020",91.89,1423.83,1515.72
"St. Lucia","LCA","St. Lucia","2021",210.72,1414.47,1625.19
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","1996",0,989,989
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","1997",0,6145,6145
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","1998",0,34108,34108
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","1999",0,17804,17804
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2000",0,22799,22799
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2001",0,31944,31944
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2002",0,46076,46076
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2003",0,37767,37767
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2004",0,78315,78315
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2005",0,44104,44104
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2006",0,51584,51584
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2007",0,63309,63309
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2008",0,55898,55898
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2009",0,59587,59587
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2010",0,66367,66367
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2011",0,76576,76576
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2012",0,10156.27,10156.27
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2013",0.5,39499.91,39500.41
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2014",1.4,81332.54,81333.94
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2015",1.4,26132.99,26134.39
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2016",1.4,22833.71,22835.11
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2017",1.1,32937.79,32938.89
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2018",1,2327.89,2328.89
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2019",0.24,1968.79,1969.03
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2020",13.07,2127.52,2140.59
"St. Vincent and the Grenadines","VCT","St. Vincent & Grenadines","2021",13,1586.28,1599.28
"Sudan","SDN","Sudan","1996",1000,45009.6,46009.6
"Sudan","SDN","Sudan","1997",1000,47010,48010
"Sudan","SDN","Sudan","1998",1000,49513,50513
"Sudan","SDN","Sudan","1999",1000,49513.5,50513.5
"Sudan","SDN","Sudan","2000",1000,53010,54010
"Sudan","SDN","Sudan","2001",1000,58007.5,59007.5
"Sudan","SDN","Sudan","2002",1600,57007.5,58607.5
"Sudan","SDN","Sudan","2003",1600,59007.5,60607.5
"Sudan","SDN","Sudan","2004",1600,63007.5,64607.5
"Sudan","SDN","Sudan","2005",1600,59007.5,60607.5
